price_date,open,high,low,close,adjclose,volume,ticker,price_date_ym
2012-01-03,71.13999938964844,71.5999984741211,69.05999755859375,69.0999984741211,63.106605529785156,786600,AAP,2012-01
2012-01-04,69.0,71.0999984741211,68.79000091552734,70.72000122070312,64.58610534667969,1412800,AAP,2012-01
2012-01-05,70.44000244140625,71.41999816894531,69.66000366210938,71.16999816894531,64.99706268310547,596900,AAP,2012-01
2012-01-06,71.29000091552734,72.05999755859375,70.80000305175781,71.5,65.29846954345703,1346600,AAP,2012-01
2012-01-09,71.86000061035156,71.9000015258789,70.76000213623047,71.4800033569336,65.28018188476562,686100,AAP,2012-01
2012-01-10,72.18000030517578,72.36000061035156,71.41999816894531,71.54000091552734,65.3349838256836,396500,AAP,2012-01
2012-01-11,71.5999984741211,72.48999786376953,71.5999984741211,72.0199966430664,65.77333068847656,551000,AAP,2012-01
2012-01-12,72.30000305175781,72.30000305175781,70.94000244140625,71.6500015258789,65.43546295166016,487100,AAP,2012-01
2012-01-13,71.04000091552734,72.0199966430664,71.0199966430664,71.45999908447266,65.26191711425781,318300,AAP,2012-01
2012-01-17,72.05000305175781,72.44999694824219,71.94999694824219,72.08000183105469,65.82813262939453,619300,AAP,2012-01
2012-01-18,72.01000213623047,73.62999725341797,71.80000305175781,73.62999725341797,67.24369812011719,646100,AAP,2012-01
2012-01-19,75.16999816894531,76.33000183105469,74.48999786376953,75.1500015258789,68.63191223144531,935200,AAP,2012-01
2012-01-20,75.16999816894531,75.44000244140625,74.27999877929688,74.75,68.26656341552734,1296500,AAP,2012-01
2012-01-23,74.7699966430664,75.04000091552734,74.18000030517578,74.9000015258789,68.40357208251953,771700,AAP,2012-01
2012-01-24,74.69000244140625,75.33999633789062,74.26000213623047,75.2300033569336,68.70494842529297,615100,AAP,2012-01
2012-01-25,74.94999694824219,76.0,74.87000274658203,75.9800033569336,69.38990020751953,491700,AAP,2012-01
2012-01-26,76.45999908447266,76.48999786376953,74.88999938964844,75.05999755859375,68.54964447021484,577800,AAP,2012-01
2012-01-27,74.93000030517578,75.58999633789062,74.66999816894531,75.3499984741211,68.81455993652344,379800,AAP,2012-01
2012-01-30,76.95999908447266,76.97000122070312,75.01000213623047,76.56999969482422,69.9287338256836,1028700,AAP,2012-01
2012-01-31,76.69999694824219,77.06999969482422,76.19999694824219,76.63999938964844,69.99260711669922,779800,AAP,2012-01
2012-02-01,77.08000183105469,77.55000305175781,76.44000244140625,76.66000366210938,70.0108871459961,769800,AAP,2012-02
2012-02-02,77.05000305175781,77.05000305175781,75.69000244140625,76.2699966430664,69.65472412109375,984000,AAP,2012-02
2012-02-03,77.12000274658203,77.20999908447266,76.66000366210938,76.91999816894531,70.24834442138672,1193700,AAP,2012-02
2012-02-06,76.91000366210938,76.97000122070312,76.51000213623047,76.83999633789062,70.17528533935547,359100,AAP,2012-02
2012-02-07,76.55999755859375,77.3499984741211,76.55999755859375,77.2300033569336,70.53146362304688,1009300,AAP,2012-02
2012-02-08,77.2300033569336,79.06999969482422,77.01000213623047,78.83000183105469,71.99266815185547,2775800,AAP,2012-02
2012-02-09,78.80000305175781,80.30999755859375,78.58000183105469,80.12000274658203,73.17080688476562,2236200,AAP,2012-02
2012-02-10,79.18000030517578,80.05000305175781,79.0199966430664,79.98999786376953,73.05207061767578,823200,AAP,2012-02
2012-02-13,80.19999694824219,80.38999938964844,79.25,79.43000030517578,72.54066467285156,830800,AAP,2012-02
2012-02-14,79.33000183105469,79.87999725341797,78.94000244140625,79.7699966430664,72.85115814208984,774000,AAP,2012-02
2012-02-15,79.95999908447266,80.22000122070312,79.11000061035156,79.4000015258789,72.51324462890625,1354300,AAP,2012-02
2012-02-16,84.12000274658203,86.30000305175781,83.94999694824219,85.9000015258789,78.44947814941406,5455800,AAP,2012-02
2012-02-17,86.44999694824219,87.48999786376953,85.4800033569336,85.56999969482422,78.1480941772461,2096100,AAP,2012-02
2012-02-21,84.76000213623047,86.2300033569336,84.48999786376953,85.38999938964844,77.98369598388672,1631400,AAP,2012-02
2012-02-22,85.3499984741211,86.0,85.0,85.08000183105469,77.70060729980469,1295500,AAP,2012-02
2012-02-23,85.33000183105469,85.55999755859375,84.80000305175781,85.1500015258789,77.7645263671875,1985500,AAP,2012-02
2012-02-24,85.19000244140625,85.70999908447266,84.37999725341797,84.58000183105469,77.24397277832031,925400,AAP,2012-02
2012-02-27,84.45999908447266,84.73999786376953,84.05999755859375,84.16999816894531,76.86952209472656,1104100,AAP,2012-02
2012-02-28,84.55999755859375,86.08999633789062,84.41999816894531,85.7699966430664,78.33073425292969,814300,AAP,2012-02
2012-02-29,86.02999877929688,86.19000244140625,84.83000183105469,85.37000274658203,77.96543884277344,717600,AAP,2012-02
2012-03-01,85.7300033569336,86.38999938964844,85.25,85.9800033569336,78.52253723144531,1159500,AAP,2012-03
2012-03-02,86.2699966430664,87.05999755859375,85.94999694824219,86.70999908447266,79.189208984375,1319600,AAP,2012-03
2012-03-05,86.69000244140625,87.36000061035156,86.48999786376953,86.83999633789062,79.30797576904297,1679600,AAP,2012-03
2012-03-06,86.38999938964844,87.27999877929688,85.87999725341797,87.01000213623047,79.46320343017578,1314800,AAP,2012-03
2012-03-07,87.05000305175781,87.13999938964844,86.2699966430664,86.80000305175781,79.27136993408203,1218400,AAP,2012-03
2012-03-08,86.9000015258789,87.29000091552734,86.51000213623047,86.94000244140625,79.3992691040039,785000,AAP,2012-03
2012-03-09,87.05000305175781,87.76000213623047,86.75,87.2699966430664,79.70061492919922,803700,AAP,2012-03
2012-03-12,87.38999938964844,87.91000366210938,86.97000122070312,87.48999786376953,79.90155029296875,615400,AAP,2012-03
2012-03-13,88.13999938964844,88.55000305175781,87.66000366210938,88.4800033569336,80.80569458007812,876800,AAP,2012-03
2012-03-14,88.48999786376953,89.41000366210938,88.23999786376953,89.16999816894531,81.43582153320312,791200,AAP,2012-03
2012-03-15,89.06999969482422,89.45999908447266,88.56999969482422,89.25,81.50891876220703,1022400,AAP,2012-03
2012-03-16,89.44000244140625,89.5,87.56999969482422,88.05000305175781,80.4129638671875,819500,AAP,2012-03
2012-03-19,87.80999755859375,88.8499984741211,87.33000183105469,88.5,80.82395935058594,1009400,AAP,2012-03
2012-03-20,88.33000183105469,89.3499984741211,88.18000030517578,88.80999755859375,81.1070785522461,1369500,AAP,2012-03
2012-03-21,89.29000091552734,89.6500015258789,88.9000015258789,89.11000061035156,81.4360580444336,528200,AAP,2012-03
2012-03-22,88.75,89.72000122070312,88.31999969482422,89.18000030517578,81.50003814697266,785400,AAP,2012-03
2012-03-23,89.01000213623047,89.16999816894531,88.30999755859375,88.98999786376953,81.3263931274414,523200,AAP,2012-03
