,price_date,open,high,low,close,adjclose,volume,ticker
34,2012-02-22,136.25999450683594,136.5500030517578,135.7899932861328,136.02999877929688,110.10675048828125,124455300,SPY
35,2012-02-23,135.9600067138672,136.72999572753906,135.5,136.6300048828125,110.59239196777344,137704300,SPY
36,2012-02-24,136.92999267578125,137.1999969482422,136.6300048828125,136.92999267578125,110.8352279663086,105539100,SPY
37,2012-02-27,136.02000427246094,137.52999877929688,135.8000030517578,137.16000366210938,111.02139282226562,145728900,SPY
38,2012-02-28,137.1999969482422,137.72000122070312,136.92999267578125,137.55999755859375,111.34518432617188,129355900,SPY
39,2012-02-29,137.75999450683594,138.19000244140625,136.5399932861328,137.02000427246094,110.9081039428711,185934700,SPY
40,2012-03-01,137.30999755859375,137.99000549316406,136.92999267578125,137.72999572753906,111.48278045654297,145023500,SPY
41,2012-03-02,137.63999938964844,137.82000732421875,137.0,137.30999755859375,111.1427993774414,120638300,SPY
42,2012-03-05,137.10000610351562,137.1999969482422,136.27999877929688,136.75,110.6895523071289,140765000,SPY
43,2012-03-06,135.35000610351562,135.42999267578125,134.36000061035156,134.75,109.07069396972656,202129900,SPY
44,2012-03-07,135.05999755859375,135.91000366210938,134.92999267578125,135.69000244140625,109.83158111572266,143692200,SPY
45,2012-03-08,136.52000427246094,137.32000732421875,136.24000549316406,137.0399932861328,110.92427825927734,116968900,SPY
46,2012-03-09,137.3000030517578,137.92999267578125,137.1300048828125,137.57000732421875,111.35326385498047,122836800,SPY
47,2012-03-12,137.5500030517578,137.75999450683594,137.08999633789062,137.5800018310547,111.36137390136719,104003500,SPY
48,2012-03-13,138.32000732421875,140.1300048828125,138.08999633789062,140.05999755859375,113.36876678466797,184090500,SPY
49,2012-03-14,140.10000610351562,140.4499969482422,139.47999572753906,139.91000366210938,113.24736785888672,145163600,SPY
50,2012-03-15,140.1199951171875,140.77999877929688,139.75999450683594,140.72000122070312,113.9029769897461,165118500,SPY
51,2012-03-16,140.36000061035156,140.47999572753906,140.0,140.3000030517578,114.06069946289062,152893500,SPY
52,2012-03-19,140.2100067138672,141.27999877929688,140.11000061035156,140.85000610351562,114.50785064697266,125291100,SPY
53,2012-03-20,140.0500030517578,140.61000061035156,139.63999938964844,140.44000244140625,114.17452239990234,121729700,SPY
54,2012-03-21,140.52000427246094,140.64999389648438,139.9199981689453,140.2100067138672,113.987548828125,122388400,SPY
55,2012-03-22,139.17999267578125,139.5500030517578,138.74000549316406,139.1999969482422,113.1664047241211,135216700,SPY
56,2012-03-23,139.32000732421875,139.80999755859375,138.5500030517578,139.64999389648438,113.5322494506836,120521000,SPY
57,2012-03-26,140.64999389648438,141.61000061035156,140.60000610351562,141.61000061035156,115.12566375732422,120164000,SPY
58,2012-03-27,141.74000549316406,141.8300018310547,141.0800018310547,141.1699981689453,114.76799774169922,119868500,SPY
59,2012-03-28,141.10000610351562,141.32000732421875,139.63999938964844,140.47000122070312,114.19888305664062,148562100,SPY
60,2012-03-29,139.63999938964844,140.49000549316406,139.08999633789062,140.22999572753906,114.0037612915039,164963700,SPY
61,2012-03-30,140.9199981689453,141.0500030517578,140.0500030517578,140.80999755859375,114.47532653808594,135486800,SPY
62,2012-04-02,140.63999938964844,142.2100067138672,140.36000061035156,141.83999633789062,115.31263732910156,151741100,SPY
63,2012-04-03,141.63999938964844,141.8800048828125,140.42999267578125,141.25999450683594,114.8411636352539,155806700,SPY
64,2012-04-04,140.22000122070312,140.33999633789062,139.33999633789062,139.86000061035156,113.7030029296875,146896000,SPY
65,2012-04-05,139.3800048828125,140.1999969482422,139.25999450683594,139.7899932861328,113.6460952758789,137439400,SPY
66,2012-04-09,138.02999877929688,139.83999633789062,137.83999633789062,138.22000122070312,112.36968231201172,127555900,SPY
67,2012-04-10,137.9499969482422,138.33999633789062,135.75999450683594,135.89999389648438,110.48358917236328,235360300,SPY
68,2012-04-11,137.2899932861328,137.5399932861328,136.75,137.0,111.37786102294922,154133000,SPY
69,2012-04-12,137.1300048828125,138.89999389648438,137.02999877929688,138.7899932861328,112.83308410644531,154321500,SPY
70,2012-04-13,138.47000122070312,138.82000732421875,137.00999450683594,137.13999938964844,111.4916763305664,169246700,SPY
71,2012-04-16,137.83999633789062,138.0399932861328,136.5800018310547,137.0500030517578,111.41853332519531,147825300,SPY
72,2012-04-17,137.83999633789062,139.36000061035156,137.6999969482422,139.0800018310547,113.06890869140625,147877600,SPY
73,2012-04-18,138.4600067138672,139.0800018310547,138.3800048828125,138.61000061035156,112.68677520751953,123884200,SPY
74,2012-04-19,138.6300048828125,139.14999389648438,137.07000732421875,137.72000122070312,111.96319580078125,198666700,SPY
75,2012-04-20,138.3300018310547,138.8300018310547,137.8699951171875,137.9499969482422,112.15019226074219,143199600,SPY
76,2012-04-23,136.5399932861328,136.91000366210938,135.94000244140625,136.7899932861328,111.20716857910156,171844900,SPY
77,2012-04-24,136.91000366210938,137.66000366210938,136.8000030517578,137.30999755859375,111.62985229492188,137484200,SPY
78,2012-04-25,138.64999389648438,139.25,138.52999877929688,139.19000244140625,113.15827178955078,150252200,SPY
79,2012-04-26,138.88999938964844,140.32000732421875,138.80999755859375,140.16000366210938,113.94686126708984,136291600,SPY
80,2012-04-27,140.5800018310547,140.7899932861328,139.8000030517578,140.38999938964844,114.13384246826172,130725000,SPY
81,2012-04-30,140.11000061035156,140.2100067138672,139.49000549316406,139.8699951171875,113.71112823486328,115092200,SPY
82,2012-05-01,139.7899932861328,141.66000366210938,139.6300048828125,140.74000549316406,114.4184341430664,138832200,SPY
83,2012-05-02,139.9199981689453,140.4600067138672,139.4600067138672,140.32000732421875,114.07696533203125,121081000,SPY
84,2012-05-03,140.33999633789062,140.4499969482422,138.99000549316406,139.25,113.20706939697266,143759700,SPY
85,2012-05-04,138.52000427246094,139.3000030517578,136.9199981689453,137.0,111.37786102294922,193927300,SPY
86,2012-05-07,136.50999450683594,137.55999755859375,136.4600067138672,137.10000610351562,111.45918273925781,127765900,SPY
87,2012-05-08,136.27999877929688,136.77000427246094,134.9199981689453,136.5500030517578,111.01203918457031,213377700,SPY
88,2012-05-09,135.10000610351562,136.61000061035156,134.49000549316406,135.74000549316406,110.35353088378906,220752500,SPY
89,2012-05-10,136.67999267578125,136.85000610351562,135.7100067138672,136.02000427246094,110.5811538696289,150600000,SPY
90,2012-05-11,135.1699981689453,136.8699951171875,135.11000061035156,135.61000061035156,110.24784088134766,153032400,SPY
91,2012-05-14,134.30999755859375,135.61000061035156,133.91000366210938,134.11000061035156,109.02838897705078,163910000,SPY
92,2012-05-15,134.02000427246094,134.80999755859375,133.1300048828125,133.33999633789062,108.40241241455078,207629300,SPY
93,2012-05-16,133.94000244140625,134.5500030517578,132.8000030517578,132.8300018310547,107.98776245117188,207265500,SPY
94,2012-05-17,132.86000061035156,133.02000427246094,130.7899932861328,130.86000061035156,106.38617706298828,247992900,SPY
95,2012-05-18,131.3699951171875,131.60000610351562,129.5500030517578,129.74000549316406,105.47566986083984,319615900,SPY
96,2012-05-21,130.16000366210938,132.02000427246094,129.9499969482422,131.97000122070312,107.28862762451172,177861100,SPY
97,2012-05-22,132.30999755859375,133.22999572753906,131.33999633789062,132.1999969482422,107.47557067871094,197531200,SPY
98,2012-05-23,131.25,132.4600067138672,129.99000549316406,132.27000427246094,107.53247833251953,204958400,SPY
99,2012-05-24,132.6300048828125,132.83999633789062,131.4199981689453,132.52999877929688,107.74388122558594,167357600,SPY
100,2012-05-25,132.47999572753906,132.85000610351562,131.77999877929688,132.10000610351562,107.39429473876953,135465600,SPY
101,2012-05-29,133.16000366210938,133.92999267578125,131.1699981689453,133.6999969482422,108.69502258300781,152883500,SPY
102,2012-05-30,132.55999755859375,133.69000244140625,131.49000549316406,131.75999450683594,107.11788177490234,162370400,SPY
103,2012-05-31,131.7100067138672,132.4499969482422,130.33999633789062,131.47000122070312,106.88212585449219,196186000,SPY
104,2012-06-01,129.41000366210938,131.5,128.16000366210938,128.16000366210938,104.19115447998047,253240900,SPY
105,2012-06-04,128.38999938964844,128.74000549316406,127.13999938964844,128.10000610351562,104.14237213134766,202545800,SPY
106,2012-06-05,127.8499984741211,129.25999450683594,127.77999877929688,129.07000732421875,104.93099975585938,164149400,SPY
107,2012-06-06,129.97000122070312,132.02999877929688,129.92999267578125,131.97000122070312,107.28862762451172,184202800,SPY
108,2012-06-07,133.47000122070312,133.52999877929688,131.77999877929688,132.0500030517578,107.35363006591797,184772700,SPY
109,2012-06-08,131.7100067138672,133.1300048828125,131.2899932861328,133.10000610351562,108.20728302001953,143915400,SPY
110,2012-06-11,134.1699981689453,134.25,131.27999877929688,131.41000366210938,106.83334350585938,169756100,SPY
111,2012-06-12,131.7899932861328,133.00999450683594,131.16000366210938,132.9199981689453,108.06092834472656,181931800,SPY
112,2012-06-13,132.52999877929688,133.36000061035156,131.6199951171875,132.07000732421875,107.36991882324219,172223900,SPY
113,2012-06-14,132.33999633789062,134.0,131.97999572753906,133.47000122070312,108.5080795288086,230615500,SPY
114,2012-06-15,133.3800048828125,134.25999450683594,133.10000610351562,134.13999938964844,109.61782836914062,169444500,SPY
115,2012-06-18,133.5800018310547,134.72999572753906,133.27999877929688,134.39999389648438,109.83026885986328,131360900,SPY
116,2012-06-19,135.0800018310547,136.25,134.3699951171875,135.6999969482422,110.89264678955078,137382600,SPY
117,2012-06-20,135.7100067138672,136.10000610351562,134.27000427246094,135.47999572753906,110.71284484863281,206451800,SPY
118,2012-06-21,135.63999938964844,135.77999877929688,132.3300018310547,132.44000244140625,108.22860717773438,205272200,SPY
119,2012-06-22,133.1300048828125,133.7100067138672,132.6199951171875,133.4600067138672,109.06214904785156,130029200,SPY
120,2012-06-25,132.0500030517578,132.10000610351562,130.85000610351562,131.32000732421875,107.31334686279297,146375700,SPY
121,2012-06-26,131.6999969482422,132.3800048828125,130.92999267578125,131.97999572753906,107.85267639160156,141634000,SPY
122,2012-06-27,132.4199981689453,133.42999267578125,131.97000122070312,133.1699981689453,108.82518005371094,108088000,SPY
123,2012-06-28,132.2899932861328,132.99000549316406,131.27999877929688,132.7899932861328,108.51457977294922,169242100,SPY
124,2012-06-29,135.1999969482422,136.27000427246094,134.85000610351562,136.10000610351562,111.2195053100586,212250900,SPY
125,2012-07-02,136.47999572753906,136.64999389648438,135.52000427246094,136.50999450683594,111.55455017089844,129524500,SPY
126,2012-07-03,136.47999572753906,137.50999450683594,136.33999633789062,137.41000366210938,112.2900390625,80450000,SPY
127,2012-07-05,136.89999389648438,137.8000030517578,136.2899932861328,136.7899932861328,111.78333282470703,126177500,SPY
128,2012-07-06,135.47000122070312,135.77000427246094,134.85000610351562,135.49000549316406,110.72100830078125,151192100,SPY
129,2012-07-09,135.3800048828125,135.57000732421875,134.6999969482422,135.32000732421875,110.58211517333984,103780500,SPY
130,2012-07-10,136.00999450683594,136.22999572753906,133.67999267578125,134.13999938964844,109.61782836914062,167884800,SPY
131,2012-07-11,134.2100067138672,134.60000610351562,133.3800048828125,134.16000366210938,109.6341781616211,141733400,SPY
132,2012-07-12,133.3800048828125,134.22999572753906,132.60000610351562,133.50999450683594,109.10295867919922,143583200,SPY
133,2012-07-13,133.86000061035156,135.88999938964844,133.83999633789062,135.75,110.93345642089844,129642600,SPY
134,2012-07-16,135.44000244140625,135.8300018310547,134.89999389648438,135.42999267578125,110.67195892333984,97525200,SPY
135,2012-07-17,135.97000122070312,136.63999938964844,134.5500030517578,136.36000061035156,111.43196868896484,138860300,SPY
136,2012-07-18,136.0399932861328,137.63999938964844,135.9600067138672,137.3699951171875,112.25733947753906,113349700,SPY
137,2012-07-19,137.64999389648438,138.17999267578125,137.2100067138672,137.72999572753906,112.5515365600586,129847300,SPY
138,2012-07-20,136.9499969482422,137.16000366210938,136.32000732421875,136.47000122070312,111.52186584472656,142904500,SPY
139,2012-07-23,134.47000122070312,136.3800048828125,133.83999633789062,135.08999633789062,110.39414978027344,145210900,SPY
140,2012-07-24,135.19000244140625,135.25,133.02999877929688,133.92999267578125,109.44617462158203,173301200,SPY
141,2012-07-25,134.2100067138672,134.55999755859375,133.25,133.9600067138672,109.47073364257812,129122300,SPY
142,2012-07-26,135.88999938964844,136.4600067138672,135.25999450683594,136.1699981689453,111.27668762207031,156526500,SPY
143,2012-07-27,136.88999938964844,139.07000732421875,136.13999938964844,138.67999267578125,113.32782745361328,236768900,SPY
144,2012-07-30,138.52000427246094,139.33999633789062,138.27000427246094,138.67999267578125,113.32782745361328,106782000,SPY
145,2012-07-31,138.49000549316406,138.8699951171875,137.7100067138672,137.7100067138672,112.5351791381836,120575900,SPY
146,2012-08-01,138.6999969482422,138.72999572753906,137.39999389648438,137.58999633789062,112.4371337890625,138293800,SPY
147,2012-08-02,136.5500030517578,137.57000732421875,135.5800018310547,136.63999938964844,111.6607666015625,199556600,SPY
148,2012-08-03,138.55999755859375,139.63999938964844,136.67999267578125,139.35000610351562,113.87537384033203,157825000,SPY
149,2012-08-06,139.72000122070312,140.1699981689453,139.55999755859375,139.6199951171875,114.09599304199219,86326200,SPY
150,2012-08-07,140.17999267578125,140.9199981689453,140.02999877929688,140.32000732421875,114.66808319091797,109545100,SPY
151,2012-08-08,139.85000610351562,140.64999389648438,139.80999755859375,140.49000549316406,114.80694580078125,89754700,SPY
152,2012-08-09,140.2899932861328,140.88999938964844,140.14999389648438,140.61000061035156,114.905029296875,90291700,SPY
153,2012-08-10,140.0399932861328,140.88999938964844,139.80999755859375,140.83999633789062,115.09294128417969,99792700,SPY
154,2012-08-13,140.60000610351562,140.83999633789062,140.0399932861328,140.77000427246094,115.0357894897461,79426900,SPY
155,2012-08-14,141.2899932861328,141.3800048828125,140.3699951171875,140.7899932861328,115.05210876464844,102379400,SPY
156,2012-08-15,140.63999938964844,141.19000244140625,140.5500030517578,140.9499969482422,115.18289947509766,71085900,SPY
157,2012-08-16,141.14999389648438,142.16000366210938,140.8000030517578,141.99000549316406,116.03275299072266,112014200,SPY
158,2012-08-17,142.22999572753906,142.3000030517578,141.86000061035156,142.17999267578125,116.18801879882812,90813700,SPY
159,2012-08-20,141.97999572753906,142.22000122070312,141.58999633789062,142.19000244140625,116.19617462158203,78255700,SPY
160,2012-08-21,142.5399932861328,143.08999633789062,141.4499969482422,141.75999450683594,115.84481811523438,105581100,SPY
161,2012-08-22,141.39999389648438,142.0500030517578,141.07000732421875,141.82000732421875,115.89383697509766,133243500,SPY
162,2012-08-23,141.47000122070312,141.47999572753906,140.44000244140625,140.66000366210938,114.9459228515625,111466400,SPY
163,2012-08-24,140.30999755859375,141.8300018310547,140.22000122070312,141.50999450683594,115.64049530029297,99481200,SPY
164,2012-08-27,141.88999938964844,142.0800018310547,141.33999633789062,141.5399932861328,115.66500854492188,68785900,SPY
165,2012-08-28,141.17999267578125,141.83999633789062,140.97000122070312,141.39999389648438,115.55060577392578,75689600,SPY
166,2012-08-29,141.52000427246094,141.88999938964844,141.1199951171875,141.50999450683594,115.64049530029297,65421300,SPY
167,2012-08-30,140.89999389648438,140.94000244140625,140.19000244140625,140.49000549316406,114.80694580078125,96589900,SPY
168,2012-08-31,141.2899932861328,141.82000732421875,140.36000061035156,141.16000366210938,115.3544921875,151970400,SPY
169,2012-09-04,141.0399932861328,141.4600067138672,140.1300048828125,141.02999877929688,115.24826049804688,120226200,SPY
170,2012-09-05,141.08999633789062,141.47000122070312,140.6300048828125,140.91000366210938,115.15021514892578,100660300,SPY
171,2012-09-06,141.75999450683594,143.77999877929688,141.75,143.77000427246094,117.48734283447266,158272500,SPY
172,2012-09-07,144.00999450683594,144.38999938964844,143.8800048828125,144.3300018310547,117.94496154785156,107272100,SPY
173,2012-09-10,144.19000244140625,144.44000244140625,143.4600067138672,143.50999450683594,117.27487182617188,86458500,SPY
174,2012-09-11,143.60000610351562,144.3699951171875,143.55999755859375,143.91000366210938,117.60173034667969,88760000,SPY
175,2012-09-12,144.38999938964844,144.5500030517578,143.89999389648438,144.38999938964844,117.9940185546875,87640900,SPY
176,2012-09-13,144.3699951171875,147.0399932861328,143.99000549316406,146.58999633789062,119.79183959960938,225470200,SPY
177,2012-09-14,146.8800048828125,148.11000061035156,146.75999450683594,147.24000549316406,120.32301330566406,169777000,SPY
178,2012-09-17,146.94000244140625,147.19000244140625,146.3699951171875,146.74000549316406,119.91439819335938,119427800,SPY
179,2012-09-18,146.49000549316406,146.80999755859375,146.25,146.6199951171875,119.81632995605469,98326600,SPY
180,2012-09-19,146.7899932861328,147.1699981689453,146.41000366210938,146.6999969482422,119.88169860839844,128318300,SPY
181,2012-09-20,146.02999877929688,146.7899932861328,145.6300048828125,146.7100067138672,119.88985443115234,154009800,SPY
182,2012-09-21,146.63999938964844,146.6699981689453,145.80999755859375,145.8699951171875,119.83978271484375,108737500,SPY
183,2012-09-24,145.14999389648438,145.97999572753906,145.0399932861328,145.64999389648438,119.65900421142578,95682000,SPY
184,2012-09-25,145.9600067138672,146.24000549316406,144.05999755859375,144.10000610351562,118.38567352294922,133165200,SPY
185,2012-09-26,144.07000732421875,144.11000061035156,142.9499969482422,143.2899932861328,117.72016906738281,146502200,SPY
186,2012-09-27,143.88999938964844,144.97000122070312,143.50999450683594,144.63999938964844,118.8292465209961,111830300,SPY
187,2012-09-28,144.08999633789062,144.55999755859375,143.4600067138672,143.97000122070312,118.27880859375,150696100,SPY
188,2012-10-01,144.52000427246094,145.69000244140625,144.00999450683594,144.35000610351562,118.59107208251953,135911200,SPY
189,2012-10-02,144.9199981689453,145.14999389648438,143.8300018310547,144.5,118.71422576904297,113422200,SPY
190,2012-10-03,144.88999938964844,145.42999267578125,144.1300048828125,145.08999633789062,119.19894409179688,121283100,SPY
191,2012-10-04,145.63999938964844,146.33999633789062,145.44000244140625,146.1300048828125,120.05339050292969,124311600,SPY
192,2012-10-05,146.91000366210938,147.16000366210938,145.6999969482422,146.13999938964844,120.06160736083984,124842100,SPY
193,2012-10-08,145.60000610351562,146.1199951171875,145.30999755859375,145.63999938964844,119.65080261230469,78415400,SPY
194,2012-10-09,145.52999877929688,145.64999389648438,144.14999389648438,144.1999969482422,118.46778869628906,148872900,SPY
195,2012-10-10,144.17999267578125,144.32000732421875,143.08999633789062,143.27999877929688,117.71192169189453,124247500,SPY
196,2012-10-11,144.27999877929688,144.49000549316406,143.3300018310547,143.36000061035156,117.77766418457031,123601500,SPY
197,2012-10-12,143.4600067138672,143.9499969482422,142.5800018310547,142.88999938964844,117.39152526855469,124181900,SPY
198,2012-10-15,143.22999572753906,144.22999572753906,142.77000427246094,144.0800018310547,118.36920166015625,107689100,SPY
199,2012-10-16,144.75999450683594,145.63999938964844,144.66000366210938,145.5399932861328,119.56867980957031,108815500,SPY
200,2012-10-17,145.63999938964844,146.32000732421875,145.4199981689453,146.1999969482422,120.11087799072266,128834100,SPY
201,2012-10-18,145.82000732421875,146.52000427246094,145.3300018310547,145.82000732421875,119.79869079589844,148108500,SPY
202,2012-10-19,145.5500030517578,145.55999755859375,143.0500030517578,143.38999938964844,117.80228424072266,185645200,SPY
203,2012-10-22,143.14999389648438,143.6699981689453,142.27999877929688,143.41000366210938,117.81874084472656,125578600,SPY
204,2012-10-23,141.86000061035156,142.05999755859375,140.8300018310547,141.4199981689453,116.18386840820312,192056300,SPY
205,2012-10-24,141.92999267578125,142.10000610351562,140.8000030517578,141.02000427246094,115.85526275634766,120179400,SPY
206,2012-10-25,142.02000427246094,142.27999877929688,140.57000732421875,141.42999267578125,116.19205474853516,134457400,SPY
207,2012-10-26,141.3000030517578,141.83999633789062,140.38999938964844,141.35000610351562,116.12635040283203,146023500,SPY
208,2012-10-31,141.85000610351562,142.02999877929688,140.67999267578125,141.35000610351562,116.12635040283203,103438500,SPY
209,2012-11-01,141.64999389648438,143.00999450683594,141.52000427246094,142.8300018310547,117.34225463867188,100995600,SPY
210,2012-11-02,143.67999267578125,143.72000122070312,141.41000366210938,141.55999755859375,116.29888153076172,137702200,SPY
211,2012-11-05,141.35000610351562,142.1699981689453,140.92999267578125,141.85000610351562,116.53715515136719,98378500,SPY
212,2012-11-06,142.27999877929688,143.52000427246094,142.1300048828125,142.9600067138672,117.44906616210938,107068100,SPY
213,2012-11-07,141.66000366210938,141.67999267578125,139.05999755859375,139.72000122070312,114.7872314453125,264304500,SPY
214,2012-11-08,139.6999969482422,140.41000366210938,137.92999267578125,138.0399932861328,113.40704345703125,181517300,SPY
215,2012-11-09,137.6199951171875,139.44000244140625,137.5500030517578,138.16000366210938,113.505615234375,201055300,SPY
216,2012-11-12,138.58999633789062,138.80999755859375,137.9600067138672,138.27000427246094,113.59599304199219,97677500,SPY
217,2012-11-13,137.5399932861328,139.25,137.36000061035156,137.7899932861328,113.20162200927734,123018300,SPY
218,2012-11-14,138.2100067138672,138.42999267578125,135.6199951171875,135.92999267578125,111.67352294921875,191505000,SPY
219,2012-11-15,135.97999572753906,136.49000549316406,135.17999267578125,135.6999969482422,111.4845962524414,178128400,SPY
220,2012-11-16,135.89999389648438,136.63999938964844,134.6999969482422,136.3699951171875,112.0350570678711,239483900,SPY
221,2012-11-19,137.89999389648438,139.14999389648438,136.41000366210938,139.1300048828125,114.30248260498047,151495800,SPY
222,2012-11-20,138.91000366210938,139.4199981689453,138.0800018310547,139.19000244140625,114.35179901123047,119807400,SPY
223,2012-11-21,139.30999755859375,139.57000732421875,139.02999877929688,139.4499969482422,114.56539916992188,81710800,SPY
224,2012-11-23,140.1300048828125,141.39999389648438,140.0399932861328,141.35000610351562,116.12635040283203,65409200,SPY
225,2012-11-26,140.64999389648438,141.36000061035156,140.19000244140625,141.0500030517578,115.87992095947266,100124400,SPY
226,2012-11-27,140.91000366210938,141.38999938964844,140.24000549316406,140.3300018310547,115.28838348388672,128646200,SPY
227,2012-11-28,139.75999450683594,141.5399932861328,139.0,141.4600067138672,116.21675109863281,177086500,SPY
228,2012-11-29,141.99000549316406,142.50999450683594,141.3699951171875,142.1199951171875,116.75897216796875,151085900,SPY
229,2012-11-30,142.13999938964844,142.4199981689453,141.66000366210938,142.14999389648438,116.7835693359375,136568300,SPY
230,2012-12-03,142.8000030517578,142.9199981689453,141.33999633789062,141.4499969482422,116.20854949951172,124656300,SPY
231,2012-12-04,141.44000244140625,141.8699951171875,140.8699951171875,141.25,116.04420471191406,127512200,SPY
232,2012-12-05,141.3699951171875,142.16000366210938,140.3699951171875,141.5,116.2496337890625,147300500,SPY
233,2012-12-06,141.3699951171875,142.0399932861328,141.16000366210938,141.97999572753906,116.6438980102539,103220600,SPY
234,2012-12-07,142.52999877929688,142.69000244140625,141.6699981689453,142.41000366210938,116.99724578857422,108726400,SPY
235,2012-12-10,142.2100067138672,142.80999755859375,142.14999389648438,142.47000122070312,117.04650115966797,98840700,SPY
236,2012-12-11,143.05999755859375,144.11000061035156,142.99000549316406,143.44000244140625,117.84339141845703,152570400,SPY
237,2012-12-12,144.0,144.5500030517578,143.30999755859375,143.50999450683594,117.90091705322266,145880100,SPY
238,2012-12-13,143.4199981689453,143.8300018310547,142.27000427246094,142.6300048828125,117.17790985107422,135715000,SPY
239,2012-12-14,142.32000732421875,142.5800018310547,141.8800048828125,142.10000610351562,116.74251556396484,137701700,SPY
240,2012-12-17,142.47000122070312,143.85000610351562,142.42999267578125,143.77000427246094,118.11451721191406,143238200,SPY
241,2012-12-18,144.0,145.5,143.7899932861328,145.3699951171875,119.42900085449219,177762800,SPY
242,2012-12-19,145.52999877929688,145.5800018310547,144.24000549316406,144.2899932861328,118.54167938232422,150895400,SPY
243,2012-12-20,144.3800048828125,145.13999938964844,143.97999572753906,145.1199951171875,119.2236099243164,168487000,SPY
244,2012-12-21,142.1699981689453,144.08999633789062,141.94000244140625,142.7899932861328,118.1413803100586,245883800,SPY
245,2012-12-24,142.47999572753906,142.55999755859375,142.19000244140625,142.35000610351562,117.77738189697266,53874600,SPY
246,2012-12-26,142.63999938964844,142.7100067138672,141.35000610351562,141.75,117.28092956542969,106947700,SPY
